# u_lambda  v_lambda  Re(V)[Jy]  Im(V)[Jy]  weight
2.221150600539984589e+04 -8.650643771736642520e+03 1.775836538780388441e-02 4.517301134345724041e-04 5.690001757812500000e+04
6.508554040106962475e+02 4.393493828647824557e+04 1.432648412632615137e-02 -1.290530755590126293e-03 4.912777343750000000e+04
1.335591241777137293e+04 1.676391286926759494e+04 1.707838266843220154e-02 -5.079802699045444592e-04 4.994435937500000000e+04
3.558926274439541157e+04 8.771033543713938343e+03 1.596259562311843488e-02 -9.009331201349828283e-05 5.548909179687500000e+04
-1.615332390841174856e+04 -1.543720219621784236e+04 1.704571343342337411e-02 4.440728917292164008e-04 6.003942773437500000e+04
-4.632811329293498375e+02 -5.087826429056213965e+04 1.370716610463845395e-02 1.432590294745502606e-03 5.858819921875000000e+04
2.133070582091861070e+04 -5.271415989678594997e+03 1.799753381434797406e-02 3.275850475038181824e-04 6.071528320312500000e+04
7.787078615852225994e+03 -4.518327008090736490e+04 1.428813569671736304e-02 1.366104424371719986e-03 5.339723242187500000e+04
-5.135164508259485956e+03 -3.460145168800924876e+04 1.519651713382104419e-02 1.052522345042014021e-03 6.032348632812500000e+04
1.152072224669558818e+04 -5.668088682113395771e+04 1.331805943617626366e-02 1.608378798140123155e-03 6.354421875000000000e+04
1.566530499756768768e+04 -7.941443492867410896e+03 1.853703199220225334e-02 4.024884367415324784e-04 5.759372070312500000e+04
1.926021495277558415e+03 -2.173994918033724389e+04 1.700716196806921834e-02 7.698066820760383856e-04 5.975527734375000000e+04
-1.144197064771475743e+04 -4.241273455173560069e+04 1.425690438610417894e-02 1.185714586454523220e-03 5.590372070312500000e+04
2.139091969198113293e+04 1.011012425132095632e+04 1.719434850396811543e-02 -2.288777866737801516e-04 4.524280078125000000e+04
1.249776950569720611e+04 -4.765669911552967096e+04 1.407334136230379250e-02 1.440828398385449313e-03 5.918751953125000000e+04
-6.439325830358114217e+03 -1.520329284511645255e+03 2.014330261376986661e-02 1.781784531342138814e-05 6.054706250000000000e+04
2.141734582139807389e+04 -1.001797795865847911e+04 1.775701423838496260e-02 4.966114013752594104e-04 5.902436132812500000e+04
5.120750602087150583e+02 -3.252944325302973812e+04 1.554678437648017962e-02 1.041014703796513084e-03 5.868348242187500000e+04
2.651387060679085698e+04 -3.241973436687196954e+04 1.533068589526920614e-02 1.161955894503027744e-03 6.058914257812500000e+04
1.344346617406472433e+04 -4.067087819177525671e+04 1.472879841687465240e-02 1.299964169224509863e-03 6.435365429687500000e+04
-3.946293554877645511e+04 -6.002818497678796848e+04 1.223591289929836304e-02 1.343658400799240763e-03 5.955120703125000000e+04
4.638657556175084210e+03 -2.606688942331186263e+04 1.641578257660372339e-02 9.044867134425624332e-04 5.450878515625000000e+04
-1.475018877468011669e+04 -2.275583402288516663e+04 1.622150753692667979e-02 6.741475493731800264e-04 5.966642382812500000e+04
1.549285487306893629e+04 -3.070491931010181816e+03 1.882013296873685793e-02 2.195357287447734067e-04 6.013998046875000000e+04
