# u_lambda  v_lambda  Re(V)[Jy]  Im(V)[Jy]  weight
-4.533495868129666633e+04 4.025883318892728857e+04 1.406835777912974692e-02 -1.386560234475792521e-03 5.923747656250000000e+04
1.797874399563931365e+04 -3.106928259864551364e+03 1.846973455100462194e-02 2.327450700305661393e-04 6.095175195312500000e+04
-3.672212622449527316e+03 6.502104242633188733e+03 1.984304124133783043e-02 -2.897621741569345283e-04 6.021021484375000000e+04
-1.278056563940979140e+04 -1.196914360309883887e+04 1.779694473409942218e-02 3.578701472235348369e-04 5.679462890625000000e+04
-9.692754972666136382e+03 -7.181809606878109662e+03 1.883801204162117299e-02 2.140550459696287616e-04 6.449309570312500000e+04
2.060326022800772625e+04 -7.400047120966484727e+03 1.800491746021379985e-02 4.017749938117989470e-04 6.720657421875000000e+04
-1.500232382555690492e+04 -7.659585630702905291e+03 1.815251531164312204e-02 1.906345727294939216e-04 6.454648632812500000e+04
4.015593552145072317e+04 -2.518335186898236861e+04 1.529221221291327502e-02 1.003731867311814709e-03 6.153500390625000000e+04
1.489180358098606303e+04 -9.201728005216209567e+03 1.849792190469941658e-02 4.444912765499916033e-04 6.568861132812500000e+04
-6.667357477303806263e+03 4.338615792166342726e+04 1.445286534352582461e-02 -1.322486278594547926e-03 5.674454687500000000e+04
6.036929094656223242e+03 1.621435101860074428e+04 1.762271103379664874e-02 -5.490480564322849574e-04 5.770666015625000000e+04
2.827010008869289595e+04 8.219948655482585309e+03 1.667652512512847116e-02 -1.175924225421235184e-04 6.405817773437500000e+04
3.283109461649825971e+04 5.252410797629649460e+04 1.287869401026565420e-02 -1.243941544673882096e-03 4.488296093750000000e+04
2.393958847239601528e+04 -5.243324297466589087e+03 1.768246514999909785e-02 3.368273273779133449e-04 5.875401953125000000e+04
5.004925571104170558e+03 4.089117265731564112e+04 1.454662630691639681e-02 -1.196806193513216864e-03 6.014207031250000000e+04
3.286168823356203939e+04 3.239416074811088401e+04 1.434758250636184243e-02 -7.901291625044573564e-04 5.860371875000000000e+04
1.195738434698550373e+04 9.881836862947086047e+03 1.817962653117063954e-02 -2.929413372604898393e-04 5.833775000000000000e+04
3.795386112225805846e+04 9.994705241745186868e+03 1.568874003256687938e-02 -1.150441395675722397e-04 6.017527929687500000e+04
2.488538501589714724e+04 1.742503039388673415e+03 1.745149519057804036e-02 8.819694458609683425e-05 6.398418750000000000e+04
-2.802457686188511798e+04 -1.761416428532846476e+04 1.590126120961586967e-02 4.197917461674279004e-04 5.921301562500000000e+04
1.608182619782180518e+04 1.634555561885265524e+04 1.693578153408758710e-02 -4.731873059032698590e-04 5.415193750000000000e+04
-3.305855396788959297e+03 1.965552562276114622e+04 1.734809941694221910e-02 -7.192853327291757635e-04 5.926953125000000000e+04
2.693835575507046815e+04 3.934091949402279715e+04 1.403582848207668432e-02 -1.002572876812754315e-03 5.974978515625000000e+04
-9.214430443194831241e+03 2.441299811453071015e+04 1.664083170490581950e-02 -8.867735034884363697e-04 5.300212695312500000e+04
3.031580760853108950e+04 7.009484892630692229e+03 1.656001368580641009e-02 -6.393549628590899220e-05 6.121810546875000000e+04
3.484281172320403584e+03 3.280339975846128073e+04 1.543717158500418352e-02 -1.020904198508866458e-03 5.626902734375000000e+04
7.310032554767402871e+03 1.147602602654934572e+03 2.003182063819598097e-02 3.631998373274368416e-06 5.976614257812500000e+04
2.189011779664766073e+04 1.568459375803691364e+04 1.656192166066369764e-02 -4.069193628264658100e-04 6.219545703125000000e+04
1.731293746918867691e+04 3.196685135205935876e+04 1.507942162365759169e-02 -8.987177499740350720e-04 5.298968164062500000e+04
3.495329642852385587e+04 2.192326108721552373e+04 1.506604162893562977e-02 -4.947272771593014045e-04 5.803217382812500000e+04
9.666508408328967562e+03 3.287574589494466636e+04 1.526055633953661388e-02 -9.786565491316165377e-04 5.632888671875000000e+04
-6.362796052094557126e+03 3.652812397172166675e+04 1.515458876143826149e-02 -1.170515204019868067e-03 6.028520507812500000e+04
2.080195478021182862e+04 5.849366478202366852e+04 1.276875063204333839e-02 -1.445124041164145764e-03 5.738494726562500000e+04
-1.712593791822181856e+03 3.397613256557482964e+04 1.539629112200635759e-02 -1.083249169148147199e-03 5.979553515625000000e+04
-3.196670765117534756e+04 6.093110453848080942e+04 1.291861793952987260e-02 -1.767638766018165978e-03 5.549971484375000000e+04
3.134501302098119049e+04 1.756799270011980479e+04 1.566230995864071468e-02 -3.939618386274970543e-04 5.696347851562500000e+04
9.695571299689407169e+03 2.717503526551807590e+04 1.591725214120207413e-02 -8.339667099193847841e-04 5.615657031250000000e+04
5.888387534957836351e+02 8.701922208059901095e+03 1.932342770983030977e-02 -3.407877357009120312e-04 5.287317187500000000e+04
3.673717084712963697e+03 1.349267222542048694e+04 1.821605719510690016e-02 -4.807521177465548371e-04 6.023526562500000000e+04
3.397202000992966350e+04 1.327199300479161502e+04 1.579802517128049352e-02 -2.438010906801951565e-04 6.285783984375000000e+04
-1.635485808719333136e+03 1.301444723523574976e+04 1.849199612524062356e-02 -5.039483281295839903e-04 6.033816015625000000e+04
5.352235905533417099e+04 -4.508527049428838836e+03 1.489249830548689327e-02 4.140298925787843243e-04 5.771454687500000000e+04
2.825846497466307483e+04 1.147271024491910612e+04 1.642154341840353776e-02 -2.253702502397760498e-04 6.145759570312500000e+04
6.700935132267984045e+03 6.405849657199073408e+04 1.262117377783836085e-02 -1.637123740119397286e-03 5.301010546875000000e+04
1.940516078136410943e+04 3.688688714230211190e+04 1.452444489528956391e-02 -1.002160603387239899e-03 5.385508984375000000e+04
4.163769015918047080e+04 2.889321630917003495e+04 1.417330717603815238e-02 -6.353376940094873897e-04 5.993504882812500000e+04
-8.891093822819348134e+03 -5.776660174289266433e+04 1.304070140321963479e-02 1.510756683819768423e-03 4.812991992187500000e+04
-2.783064392369822235e+04 -1.162887487447022249e+04 1.644667780080800654e-02 2.334205990392617964e-04 4.892823242187500000e+04
2.636501341132671428e+01 -2.012460379909344192e+04 1.722033983907361732e-02 7.109666124581082592e-04 4.790111523437500000e+04
-2.087810126431368190e+04 -4.263683547465677839e+04 1.397031722009373783e-02 1.122341560727653986e-03 4.705774804687500000e+04
5.124765036570295706e+03 -4.253014024736419378e+04 1.452565273177260433e-02 1.295619132410615916e-03 4.903679296875000000e+04
-7.945820327265055312e+03 -5.078062260861338291e+04 1.360315753988651337e-02 1.383311985323160001e-03 5.152631640625000000e+04
-6.085075348957462120e+04 -7.014489232053370506e+04 1.120364288382996384e-02 1.381621287146568653e-03 4.765524804687500000e+04
-1.675143111650733772e+04 -3.617591602723568940e+04 1.468520057752236221e-02 1.005320427333915734e-03 4.398928906250000000e+04
-3.614056866224585974e+04 -3.286505580823813216e+04 1.415763264932830105e-02 7.772369929433163788e-04 4.820255273437500000e+04
-5.898622560485699978e+03 -1.317644578900162560e+04 1.814378175509771471e-02 4.530736934781496509e-04 4.850434570312500000e+04
-4.204450613632392924e+04 -2.811347463569571119e+04 1.420573251057734993e-02 6.120337144377205720e-04 4.302313281250000000e+04
-2.511998344576696127e+03 -4.551702088060713140e+04 1.415160630929160682e-02 1.311851226510350786e-03 4.914296679687500000e+04
-2.934482511889159287e+04 -1.972394569699253771e+04 1.561787805976002329e-02 4.727574610709230594e-04 4.586648046875000000e+04
-2.552324481296292288e+04 -5.137362658035734785e+04 1.315856139873835401e-02 1.273293355156391487e-03 4.836096484375000000e+04
-1.094476130641371128e+04 -3.683459162465150439e+04 1.480624567911839259e-02 1.063644589028450455e-03 5.061070703125000000e+04
-1.552139132404353404e+04 -2.055373519774131273e+04 1.644641707450614221e-02 6.047361147259710515e-04 4.310914257812500000e+04
2.121719055449702864e+03 -3.059919428872050412e+04 1.580285251243936095e-02 1.004219596659451002e-03 4.678327343750000000e+04
-2.316672350590642236e+04 -1.964667870587509969e+04 1.604959972203143237e-02 5.176843213626744532e-04 4.580616601562500000e+04
-3.919639168351321860e+04 -1.599445058478208739e+04 1.521231061893012909e-02 2.921290651601716592e-04 4.867703125000000000e+04
-1.202412867317017117e+04 5.963013577971550149e+03 1.914741559532546350e-02 -3.138834311996885210e-04 4.614619921875000000e+04
-3.454168065200495039e+04 -1.855145738836102100e+04 1.535629433639411519e-02 4.002170652320358310e-04 4.874475390625000000e+04
-6.480094772314339934e+04 8.407464125689937646e+03 1.412954469938517733e-02 -5.611810186665342533e-04 4.474086132812500000e+04
-1.482691475545483399e+03 -3.495913173505654413e+04 1.523419488631305024e-02 1.085739104890619255e-03 4.623118750000000000e+04
-2.313638606683281978e+04 -2.534828897671428422e+04 1.547047767102839588e-02 6.802489443395562559e-04 4.582277929687500000e+04
-3.224669095753109650e+04 -4.381733951624487963e+04 1.350192071411134877e-02 1.064050077699072849e-03 4.335661328125000000e+04
-2.915449873784203373e+04 -3.903481027430554241e+04 1.397706175212863437e-02 9.787703713996999573e-04 4.896626757812500000e+04
1.138046460467282714e+03 -3.924783383550985309e+04 1.481489042033012384e-02 1.200392769510437571e-03 5.090798828125000000e+04
-3.446466728648211574e+04 -3.951216007095745590e+04 1.373522311617586707e-02 9.499369001786431808e-04 4.893541406250000000e+04
2.069490186236840600e+04 -5.703446785117396939e+04 1.328289518363550900e-02 1.656780362627452213e-03 4.639285546875000000e+04
-4.570089614976357552e+03 -4.105339557728438376e+04 1.453923983488360216e-02 1.203272664562327933e-03 4.973094140625000000e+04
-2.613341803967522355e+04 1.153650468762839409e+04 1.719417316103616020e-02 -5.625758857678577699e-04 4.306779492187500000e+04
-1.342814111674705964e+04 -1.563498431271973641e+04 1.722763542752323018e-02 4.720869562291689055e-04 4.387176953125000000e+04
8.806364916806212932e+03 -2.362936043769192838e+04 1.675254636886149701e-02 8.633654502107175003e-04 4.849253125000000000e+04
-1.893441591998231524e+04 4.613736239671870135e+04 1.418673804927692537e-02 -1.439774474276278842e-03 6.390123437500000000e+04
8.922445279614945321e+03 3.764054970055269223e+04 1.478059593910445099e-02 -1.096768068245159876e-03 6.246579882812500000e+04
-1.198161736588765780e+04 1.512878897349483123e+04 1.792393215824835545e-02 -6.305714232018400176e-04 6.162733984375000000e+04
1.401394570414146074e+04 1.523652375276204839e+04 1.723786937274890060e-02 -4.547743796581167597e-04 6.400902148437500000e+04
9.456450518953867004e+02 6.986006041778791769e+03 1.969335327433983235e-02 -2.755868576143041988e-04 6.751553320312500000e+04
-5.196477109780716273e+04 -1.237498358556889616e+04 1.452420604998294965e-02 1.068375713830724689e-04 6.245514453125000000e+04
-7.857656405944957442e+03 2.159043473226699643e+04 1.705261797287526901e-02 -8.017618374607354262e-04 5.747846289062500000e+04
-2.724503681530460744e+04 2.490149045547746937e+04 1.601508636785984457e-02 -9.699327741863955025e-04 6.296025976562500000e+04
2.999188121725257133e+03 4.458852351119914965e+04 1.422972060284669396e-02 -1.289357612371636996e-03 6.339165820312500000e+04
-3.315437428152815846e+04 2.965484121414705442e+04 1.532453869499146581e-02 -1.109623057336606936e-03 5.622935351562500000e+04
6.375768220952733827e+03 1.225027953267704470e+04 1.827474398692665106e-02 -4.186040712898519978e-04 6.445906250000000000e+04
-2.045589735863983879e+04 3.804430742307789478e+04 1.492430079344579143e-02 -1.272806674467057966e-03 5.986507812500000000e+04
-1.662923129570981837e+04 6.392828604075968542e+03 1.853735171281630303e-02 -3.498197359418058882e-04 6.327019335937500000e+04
-2.049061438504190392e+03 2.093095918446388896e+04 1.713261597763485883e-02 -7.477490000375690412e-04 6.609374609375000000e+04
-6.626483331762798116e+03 3.721232585445400036e+04 1.508181312895666426e-02 -1.187562812444880765e-03 5.630162890625000000e+04
1.101362209184377207e+04 2.716690728123785448e+04 1.586581016514806985e-02 -8.237381662250522433e-04 6.127977734375000000e+04
-1.427319061220654839e+04 3.812012854013009928e+04 1.498249176595079814e-02 -1.247778302222823975e-03 5.983203515625000000e+04
-3.030231924851732037e+04 4.177269223502223758e+04 1.439816467061179675e-02 -1.388435521155935394e-03 6.372742773437500000e+04
-3.138933071477493286e+03 6.373170614435745665e+04 1.274603640251401916e-02 -1.688854892973191534e-03 6.049384765625000000e+04
-2.565276640685088205e+04 3.921699155929235712e+04 1.472078973830840028e-02 -1.317828040006246417e-03 6.362031835937500000e+04
-5.590628811937273713e+04 6.617547559430191177e+04 1.224309101774364271e-02 -1.913435756960073187e-03 5.860490625000000000e+04
7.404754695726788668e+03 2.280836481572892808e+04 1.657353471849234983e-02 -7.328405516894454397e-04 6.042550000000000000e+04
-1.424402474636947409e+04 3.241865828252026404e+04 1.559704871791442980e-02 -1.115415793191473033e-03 5.978844335937500000e+04
-2.335020025187254578e+04 1.394878862599081185e+04 1.727124464998644471e-02 -6.339247904124315890e-04 5.648148242187500000e+04
-2.026629550489141911e+04 1.873341921643316891e+04 1.701460570148064649e-02 -7.734506129136402676e-04 6.396689648437500000e+04
1.003268818444554745e+04 1.851759085206105010e+04 1.704608796796780457e-02 -5.880177154111638268e-04 6.658353906250000000e+04
-2.557536220912858698e+04 1.825594868452324226e+04 1.672610835744960459e-02 -7.747752088236746146e-04 6.397481250000000000e+04
2.958217771747760708e+04 7.322229648797774644e+02 1.695741774778266805e-02 1.484285151959238822e-04 6.082492187500000000e+04
4.318388566288501352e+03 1.671389301705262915e+04 1.762603651485084022e-02 -5.777297993041204203e-04 6.506183984375000000e+04
-1.723873243053353872e+04 6.930320690970036958e+04 1.241827796383009400e-02 -1.851969482570889466e-03 5.627199609375000000e+04
-4.534498975838067963e+03 4.213139856094816787e+04 1.456008452161748276e-02 -1.283693033844926024e-03 5.727317773437500000e+04
1.769795344033186848e+04 3.413658836926292133e+04 1.484836981909437408e-02 -9.492526645731550090e-04 6.344442187500000000e+04
2.785608294193171969e+04 -8.500320802591531901e+03 1.716318206745398242e-02 4.649009767595670248e-04 6.369034765625000000e+04
6.949655025988568923e+03 -3.100996664892719127e+04 1.579238186454077347e-02 1.043447047740709687e-03 6.311261914062500000e+04
3.295126188529452338e+04 -3.090129389195589465e+04 1.523050634043597411e-02 1.140863341927640488e-03 6.532767578125000000e+04
1.988053620792772199e+04 -3.915165937933399255e+04 1.482477681872006528e-02 1.295243110843433132e-03 6.918085937500000000e+04
-3.302673207033440121e+04 -5.850291208215733059e+04 1.248831214140468104e-02 1.360054590779270420e-03 6.400759960937500000e+04
1.107656777352283643e+04 -2.454723389534022863e+04 1.660217491116714253e-02 9.000421073586387837e-04 5.872587500000000000e+04
-8.312036979043539759e+03 -2.123466864484053076e+04 1.675123535032282604e-02 6.812844299604813806e-04 6.430158007812500000e+04
2.193200818164434168e+04 -1.552576038455113576e+03 1.793088531920217568e-02 1.933875181642065260e-04 6.478249414062500000e+04
-1.421633611672657571e+04 -1.647738118004234639e+04 1.705581761794167442e-02 4.921913529757255840e-04 5.746320312500000000e+04
2.531400431990611105e+04 -3.388578143911631923e+04 1.522621109503314966e-02 1.193698323837922605e-03 6.611665234375000000e+04
-1.516004455908001319e+03 -8.088743246371815076e+03 1.941488016986984283e-02 3.117485305637691722e-04 6.109333007812500000e+04
2.303393244924604005e+03 -3.974402779006511264e+04 1.477807729345530750e-02 1.218551279815010147e-03 6.472650781250000000e+04
1.688340311959312749e+04 -2.520854607904703880e+04 1.639345700575286016e-02 9.441194781999664868e-04 6.748931445312500000e+04
1.230815816307891146e+04 -8.925938629574297011e+03 1.878437538805386234e-02 4.239177080793587104e-04 5.749504101562500000e+04
2.994973500148846870e+04 -1.897195782598492588e+04 1.636559539263166344e-02 8.070225800538403677e-04 6.276741015625000000e+04
4.662792275389208953e+03 -8.016397826086219538e+03 1.948868569691319247e-02 3.517936088308817443e-04 6.110891992187500000e+04
-1.136647576806711004e+04 -4.362004095284431060e+03 1.902735162259917845e-02 9.517398750046915086e-05 6.524099804687500000e+04
1.580617638825975519e+04 1.759897469804962748e+04 1.679689734508558671e-02 -5.141082717748493612e-04 6.201333984375000000e+04
-6.712798533729063820e+03 -6.915366396668401649e+03 1.922047108619072409e-02 2.277572707944543055e-04 6.492404296875000000e+04
-3.696866940410024108e+04 2.004402513533559977e+04 1.580873716867720394e-02 -8.529613285321777615e-04 6.002835937500000000e+04
2.634430690911684360e+04 -2.332753995989216128e+04 1.620889419887584434e-02 9.241139878675442296e-04 6.175345898437500000e+04
4.692253002259201821e+03 -1.371718862336294114e+04 1.837181365216093362e-02 5.466418618865460195e-04 6.099315625000000000e+04
-4.418892021929645125e+03 -3.218859539154020604e+04 1.548607881250532378e-02 9.994999134336453924e-04 5.752635937500000000e+04
-1.327770845233532327e+03 -2.739943050317389498e+04 1.614814756295598203e-02 9.004879203770706176e-04 6.533809570312500000e+04
2.896588640435076013e+04 -2.762280456935679831e+04 1.568468833331336174e-02 1.047167889007520267e-03 6.809577929687500000e+04
-6.637757532579948020e+03 -2.787686895727329102e+04 1.594024278682142082e-02 8.751143037329933705e-04 6.539651757812500000e+04
4.851987306656963483e+04 -4.540667104608393856e+04 1.363350260502874112e-02 1.504357624635281219e-03 6.236148437500000000e+04
2.325655045267250534e+04 -2.942229269037136692e+04 1.572946657168244888e-02 1.077175272722434574e-03 6.655838281250000000e+04
1.698977251566105679e+03 2.316682570986802602e+04 1.671963592459747849e-02 -7.847479796130705934e-04 5.749020507812500000e+04
1.440165553398025077e+04 -4.006351529391299209e+03 1.895258822398105530e-02 2.502762446053342655e-04 5.846057812500000000e+04
3.663488824448464584e+04 -1.200284484477081787e+04 1.621529200568857035e-02 6.051646769613430428e-04 6.490651953125000000e+04
-2.090615723025759507e+04 -2.250885808004290448e+04 1.589342138986392372e-02 6.184850115007431729e-04 6.147962500000000000e+04
5.094034628563666956e+03 -2.240640716010230244e+04 1.693713628431599283e-02 8.084652634299464413e-04 6.378448632812500000e+04
-7.976388407241960522e+03 -3.065471438685030080e+04 1.556401422628964429e-02 9.361345791344900715e-04 6.736527929687500000e+04
-6.088452082932657504e+04 -5.001043391211141716e+04 1.215927879742091308e-02 9.921244985124806886e-04 6.231921875000000000e+04
-1.677991390814970873e+04 -1.604856077178562737e+04 1.692032059496983987e-02 4.583488234292521619e-04 5.729745117187500000e+04
-3.616808007990705664e+04 -1.273452782943397870e+04 1.566010286589156197e-02 2.124923127178061835e-04 6.275417968750000000e+04
-5.923799402570431994e+03 6.949143142602087210e+03 1.963401090714871761e-02 -3.200335252828064589e-04 6.319726171875000000e+04
-4.207346013605660846e+04 -7.981970027378411032e+03 1.545885708692177479e-02 2.749966135441268006e-05 5.605601562500000000e+04
-2.543394064982048803e+03 -2.539204706961053307e+04 1.638598546559683414e-02 8.392055524803165812e-04 6.433568554687500000e+04
-2.937349835936265299e+04 4.054595484661725777e+02 1.701567470773968083e-02 -1.873947106137541620e-04 5.965379492187500000e+04
-2.555288798565714751e+04 -3.124487971028455650e+04 1.478753932084165244e-02 8.169897616590424301e-04 6.309661132812500000e+04
-1.097265046831249492e+04 -1.670819869283487424e+04 1.724846136992773393e-02 5.253290220611058154e-04 6.587363867187500000e+04
-1.554812956098813083e+04 -4.265767450568833965e+02 1.875092794251108710e-02 -8.465824015200861885e-05 5.611545312500000000e+04
2.093006501960081096e+03 -1.047495702597419768e+04 1.900634616832783119e-02 4.219783788478365561e-04 6.113533398437500000e+04
-2.319384594720134919e+04 4.817636849358558493e+02 1.774443717382555297e-02 -1.601841235921947024e-04 5.963681250000000000e+04
-3.922288567620855611e+04 4.136518080915332575e+03 1.607783483418185819e-02 -3.549758374167887942e-04 6.356736914062500000e+04
-1.205197921658386804e+04 2.608958318020184743e+04 1.638629445467940787e-02 -9.458670763834624642e-04 6.036651562500000000e+04
-3.457023898183959682e+04 1.578833130568858678e+03 1.649470362002644630e-02 -2.510562395954474757e-04 6.339530664062500000e+04
-6.482499117628794920e+04 2.854257203616375045e+04 1.378289410285946440e-02 -1.118581160385331104e-03 5.846723437500000000e+04
-1.513339368627832528e+03 -1.483428957221097698e+04 1.806693808102526402e-02 5.400837317072081827e-04 6.023922265625000000e+04
-2.316439099751032336e+04 -5.219893700176840866e+03 1.744046950485178549e-02 4.658573299634093335e-05 5.957040039062500000e+04
-3.227482627919220613e+04 -2.368742340515146498e+04 1.508894169623943918e-02 5.641402633863991465e-04 5.624714257812500000e+04
-2.918512309888108575e+04 -1.890542480492389586e+04 1.570157576211633071e-02 4.497923372171401361e-04 6.375927734375000000e+04
1.109560884192308322e+03 -1.912341349092437304e+04 1.740278028155450157e-02 6.892683852844380763e-04 6.639450390625000000e+04
-3.449491412021563156e+04 -1.938194494154761924e+04 1.529492584864969480e-02 4.249232825655483901e-04 6.378274609375000000e+04
2.066220955865560973e+04 -3.691318755721626803e+04 1.503212229800182827e-02 1.247982789144502259e-03 6.070003125000000000e+04
-4.600866279167003995e+03 -2.092805429601127980e+04 1.695430880180722605e-02 7.007154124801505965e-04 6.488257617187500000e+04
-2.615745793684022283e+04 3.166540914794156561e+04 1.541380053506617026e-02 -1.142372078569876739e-03 5.609372070312500000e+04
-1.345490479549121665e+04 4.491852112858401597e+03 1.906418838455832890e-02 -2.644695458610578300e-04 5.707520898437500000e+04
8.778101434806276302e+03 -3.506224315412932810e+03 1.980147610246526038e-02 2.025792824160736131e-04 6.327055468750000000e+04
2.599742399243735781e+04 1.063719966606664400e+02 1.738536105974100576e-02 1.528766705998778786e-04 6.313888867187500000e+04
1.292790021571618854e+04 -8.143033052756374673e+03 1.881645073659631365e-02 3.984726783296234582e-04 6.718658593750000000e+04
-3.998228515824100032e+04 -2.749385081795666702e+04 1.435828561483560445e-02 6.106174397159159530e-04 6.217816992187500000e+04
4.125363574537931527e+03 6.462033071295368245e+03 1.957509136300865718e-02 -2.313243197353406712e-04 5.683135742187500000e+04
-1.526212234012727458e+04 9.775487035097688931e+03 1.839994283344558931e-02 -4.661546586509827494e-04 6.219827343750000000e+04
1.498314224218387244e+04 2.945709947262715650e+04 1.543933868149429713e-02 -8.529833816913475570e-04 6.270971875000000000e+04
-2.116940590334652006e+04 1.453178869774853592e+04 1.739600586081405109e-02 -6.461547175224792786e-04 5.562664062500000000e+04
1.835941274118372530e+04 -2.878190241713492014e+03 1.841855320165400323e-02 2.258930664707122491e-04 6.429476757812500000e+04
-8.469858847335448445e+03 2.291974508102319669e+04 1.685531772317841112e-02 -8.421090016856998218e-04 5.903873242187500000e+04
-4.647684770060118353e+03 -8.734394678886503243e+03 1.906421983634250944e-02 3.106569612830863093e-04 6.273877539062500000e+04
9.933277298516873998e+03 5.800944353142865111e+03 1.902195948062184241e-02 -1.607090696142027307e-04 6.526638085937500000e+04
5.357672444110711695e+03 2.208343343140350407e+04 1.675715690760119780e-02 -7.279230725043131034e-04 5.560659375000000000e+04
2.299749395445000846e+04 1.203629113504300039e+04 1.684680546979889712e-02 -2.814024597236570242e-04 6.093245117187500000e+04
-2.288445676351464044e+03 2.299293233107709966e+04 1.682573664067263386e-02 -8.070241459432133963e-04 5.911143750000000000e+04
-1.831729897176241502e+04 2.664782953026035102e+04 1.618252778677758269e-02 -9.879564185402984599e-04 6.329267968750000000e+04
8.850475941766791948e+03 4.860601268380774854e+04 1.376790506350085083e-02 -1.333726075597104020e-03 6.026149609375000000e+04
-1.366657952806387948e+04 2.409325983972476388e+04 1.661528069248340705e-02 -9.002050168610022367e-04 6.273904882812500000e+04
-4.391890681538457284e+04 5.105456698623440752e+04 1.339361718157029355e-02 -1.613377642649567066e-03 5.827414062500000000e+04
1.938952884183380957e+04 7.679921813890064186e+03 1.765231027608250500e-02 -1.592711085197886145e-04 5.978324414062500000e+04
-2.259616023187837527e+03 1.729185524833967793e+04 1.772581022168922757e-02 -6.424905593187913789e-04 5.891754492187500000e+04
-1.136856328415133430e+04 -1.178282200820058051e+03 1.935119205149640059e-02 -2.951428281112057351e-05 5.545580859375000000e+04
-8.281975128479833074e+03 3.608984517179673730e+03 1.986544432746232408e-02 -2.040022429025511845e-04 6.321261132812500000e+04
2.201502791632698063e+04 3.386158131832034542e+03 1.770549621430359682e-02 1.220794743524868364e-05 6.597993359375000000e+04
-1.359135230315206536e+04 3.131926725069938584e+03 1.909696318263103682e-02 -2.125818134732427222e-04 6.332943359375000000e+04
4.156474259026079380e+04 -1.439971655097806979e+04 1.573034342914133438e-02 6.914078118652022386e-04 6.060858203125000000e+04
1.630233488207480150e+04 1.585516330804486188e+03 1.857650151823322590e-02 4.459370426296209395e-05 6.451343554687500000e+04
-5.251446340105978379e+03 5.417627653791008197e+04 1.348820001183975194e-02 -1.529012480646862538e-03 5.563248437500000000e+04
7.450498580595388376e+03 2.700266742943009376e+04 1.602182326937662965e-02 -8.462712701679614641e-04 5.650916796875000000e+04
2.968249650832332190e+04 1.900509572529814250e+04 1.565789660375789538e-02 -4.490412661347407768e-04 6.291633593750000000e+04
-1.306868886318229124e+04 -8.250415683635628739e+03 1.829518101335294439e-02 2.265577699928009983e-04 6.920100390625000000e+04
-6.597717651027528336e+04 -2.761718484048230312e+04 1.304037737501662075e-02 4.402020410503231320e-04 6.402479492187500000e+04
-2.187304564358404241e+04 6.354295809542043571e+03 1.789992087549023558e-02 -3.689241091707070545e-04 5.878386132812500000e+04
-4.126095986500900472e+04 9.664778437049013519e+03 1.587063474665287993e-02 -5.416200048583149577e-04 6.437120312500000000e+04
-1.101795315882894101e+04 2.935465738406953096e+04 1.598685383140641819e-02 -1.024458560444139674e-03 6.484187695312500000e+04
-4.716912524176839361e+04 1.441535036343231150e+04 1.530132559608722922e-02 -7.028265471141172853e-04 5.751771679687500000e+04
-7.637706232158526291e+03 -2.987350844303356098e+03 1.975911068845082746e-02 6.869185392623592529e-05 6.612179296875000000e+04
-3.447067154457414290e+04 2.280500587990349595e+04 1.578845235881829595e-02 -9.277962895388002082e-04 6.117196679687500000e+04
-3.064415168008118781e+04 -8.843637125802773880e+03 1.640475731755309044e-02 1.231507810996022194e-04 6.477103320312500000e+04
-1.606488153106070786e+04 5.696073581865104643e+03 1.864911426014411594e-02 -3.216344714482941990e-04 6.756515820312500000e+04
-2.064266890404222431e+04 2.197662007710183752e+04 1.663154617431443841e-02 -8.690484009379974067e-04 5.755860742187500000e+04
-3.001398924135801280e+03 1.193123338373537626e+04 1.871664247943007411e-02 -4.773487637267837978e-04 6.279279492187500000e+04
-2.828909836948639349e+04 2.288328875077505654e+04 1.614470719711401381e-02 -9.166226997603180160e-04 6.117449609375000000e+04
-4.431847249781329447e+04 2.653496944711699689e+04 1.497543982303024476e-02 -1.046329182524431906e-03 6.527436328125000000e+04
-1.715348194894198605e+04 4.849184950847327855e+04 1.399044864124937039e-02 -1.479374589745615937e-03 6.202730273437500000e+04
-3.966755812778353720e+04 2.397735031005274504e+04 1.539612149560809842e-02 -9.697152007179903055e-04 6.500800585937500000e+04
-6.992343546389476978e+04 5.093604814657384122e+04 1.266123595003043091e-02 -1.637937879221861449e-03 6.005201367187500000e+04
-6.609042151754521001e+03 7.570542274598247786e+03 1.947277706137703901e-02 -3.468439563749127486e-04 6.181273046875000000e+04
-2.825937898974753625e+04 1.718140014811448054e+04 1.662391520857215560e-02 -7.488449791466521331e-04 6.107733593750000000e+04
-3.736603109458319523e+04 -1.287188422556863316e+03 1.614817112104930882e-02 -1.665451907023891951e-04 5.762685937500000000e+04
-3.428014206507177005e+04 3.494098625357918081e+03 1.655039991949720790e-02 -3.152376967515147779e-04 6.540850585937500000e+04
-3.982771839460164301e+03 3.283060064057322961e+03 2.046771865678384539e-02 -1.660076492186366391e-04 6.814734765625000000e+04
-3.958947584860498318e+04 3.016728582099871346e+03 1.603313225107107567e-02 -3.192070681974468844e-04 6.545508789062500000e+04
1.556920115271301074e+04 -1.450399680734560388e+04 1.780745235533801735e-02 6.258095552692196674e-04 6.237258398437500000e+04
-9.695470492298687532e+03 1.476357117059657412e+03 1.973422766271576076e-02 -1.260455378557251579e-04 6.660522656250000000e+04
