# u_lambda  v_lambda  Re(V)[Jy]  Im(V)[Jy]  weight
7.003673068346290165e+03 -1.119514604704932026e+03 1.997417753244789401e-02 9.649733605502519183e-05 5.240826562500000000e+04
-8.325302321412724268e+03 -1.844729623381689453e+04 1.711350900321794224e-02 5.807783498400819269e-04 4.933979492187500000e+04
2.951475812082790435e+04 2.583444652378582032e+04 1.505451143810065950e-02 -6.163159048384238975e-04 3.996006054687500000e+04
1.361721466502712974e+04 -2.903557303018751554e+04 1.559683048222646438e-02 9.879854845593536144e-04 5.279852148437500000e+04
1.759487712371164889e+03 2.068331730015802896e+04 1.691736452243613326e-02 -6.911619239520141057e-04 5.334247265625000000e+04
2.696230246787072610e+04 6.006272597406517889e+03 1.742109240461939268e-02 -3.643559159751374717e-05 5.307879882812500000e+04
4.258580123815340812e+03 -1.142439467994480219e+04 1.885838232223708763e-02 4.618368275747174959e-04 5.126057421875000000e+04
2.886619569559481533e+04 -1.720451845891074845e+04 1.658758054895396322e-02 7.496480067737751199e-04 5.395568750000000000e+04
1.542405242173648730e+04 -2.237183241296826600e+04 1.654087853744664813e-02 8.370726899177105378e-04 5.653798046875000000e+04
-3.693491998103595688e+04 -2.946020230521171834e+04 1.451074101338916365e-02 6.599428545890801160e-04 5.233004687500000000e+04
9.007454262345232564e+03 -5.997217704071734261e+03 1.955152479393807569e-02 3.002079959063950381e-04 4.768713085937500000e+04
-8.920448259932423753e+03 1.660604959558036626e+03 1.984146595423268156e-02 -1.314308005341447588e-04 5.268411718750000000e+04
2.221330742637250296e+04 1.419614200773540688e+04 1.689123078560082411e-02 -3.424366009248679165e-04 5.235739062500000000e+04
-1.388004738427129814e+04 7.686384652559420829e+03 1.901374393682898206e-02 -3.906019854470930367e-04 4.836386523437500000e+04
2.125735347771030501e+04 -1.841750497648150849e+04 1.691952990695282447e-02 7.582671915746062993e-04 5.382918359375000000e+04
-7.319965512759234798e+02 1.306207662474348399e+04 1.851862769977455359e-02 -4.902528655464163812e-04 5.005892382812500000e+04
-1.251295726747594927e+03 -1.897556015120982920e+04 1.725955177559537063e-02 6.491795776751658944e-04 5.311698437500000000e+04
1.442217811199980133e+04 -7.962162283139975443e+03 1.893676903102540013e-02 4.032910767106124292e-04 5.544342187500000000e+04
1.221283804071015402e+04 9.107509855039310423e+03 1.860207342814372208e-02 -2.559214615157361008e-04 4.692892187500000000e+04
2.757792886632017689e+04 -4.779343035316474015e+03 1.773827214804495067e-02 3.506827651453891062e-04 5.307371679687500000e+04
5.091467326811829480e+03 1.173649278229371885e+04 1.860490047138016120e-02 -4.030209781993188828e-04 5.014291015625000000e+04
-9.535966995007414880e+03 1.895972779196886404e+04 1.728478751826416013e-02 -7.185273127586834811e-04 5.287679687500000000e+04
1.895166013789692806e+04 3.443260537273902446e+04 1.463763250644021727e-02 -9.095847482901266504e-04 5.031679882812500000e+04
-5.498879564124122226e+03 1.539684183836856573e+04 1.804872835364633443e-02 -5.941951899753332607e-04 5.305302343750000000e+04
-3.050998599608580116e+04 4.878333481365528860e+04 1.387459062410940046e-02 -1.519799956217580223e-03 5.075682617187500000e+04
2.359178401803724773e+04 -8.256860047958749419e+03 1.800793942925598204e-02 4.551575805303321727e-04 5.052745703125000000e+04
4.374810641708858384e+03 6.115963304092355429e+03 1.962271573350109211e-02 -2.090067538012888287e-04 5.025317773437500000e+04
-6.631527469043890960e+03 -1.001191904543356213e+04 1.885450402787175461e-02 3.324644195272836609e-04 4.782232617187500000e+04
-3.113750967402441347e+03 -5.991988175269483690e+03 1.969295618444252133e-02 2.140277240799888818e-04 5.394981250000000000e+04
2.551927367708516977e+04 -1.307368863655098176e+04 1.733259893933090934e-02 6.180334181728339626e-04 5.537201953125000000e+04
-8.203751629350554140e+03 -5.258056392307360511e+03 1.950518277423576516e-02 1.466153678453844741e-04 5.311869140625000000e+04
4.161291054254097980e+04 -3.501926148805803678e+04 1.445245864273868829e-02 1.240127007701547455e-03 5.080528515625000000e+04
1.990376918786169699e+04 -1.356067093435520837e+04 1.773326934590852347e-02 6.128501781777488840e-04 5.404031250000000000e+04
6.291773599452953931e+03 4.312301318697867828e+04 1.419656870101658995e-02 -1.197665955622125153e-03 4.694365429687500000e+04
1.483703627417342614e+04 1.347919943778866036e+04 1.762133090420887199e-02 -3.798995034398480264e-04 4.812586523437500000e+04
3.479247107322770171e+04 5.587698730709897745e+02 1.684648340005016551e-02 1.975321290577478788e-04 5.248762890625000000e+04
-1.731347190593270716e+04 -1.154102021090898597e+04 1.773627248980126983e-02 2.971856165774403578e-04 5.822053320312500000e+04
-7.057711084431964991e+03 -4.999952000660017802e+04 1.383427366720313932e-02 1.355539685525623036e-03 5.532642382812500000e+04
1.943733662598226510e+04 -1.001708363841262872e+04 1.824734005225530503e-02 4.976632308822727955e-04 5.740676757812500000e+04
1.480522598409100056e+03 -4.625875901495025028e+04 1.405854014146797407e-02 1.315797730735185096e-03 5.111413671875000000e+04
-9.372542597882631526e+03 -3.291214299029543326e+04 1.497755753285647320e-02 9.380338652581741467e-04 5.813402148437500000e+04
3.538523312768839787e+03 -5.842838098742144939e+04 1.355647724768358278e-02 1.613857595323585576e-03 6.040093164062500000e+04
1.376722504191596090e+04 -1.136844844181381086e+04 1.850487863931974883e-02 5.161103745060472304e-04 5.443182812500000000e+04
-1.011118577431152517e+03 -2.184482578302875481e+04 1.671768862029395647e-02 7.266445635966623179e-04 5.649558789062500000e+04
-1.633942744249647149e+04 -3.917546749012953660e+04 1.433583466037819179e-02 1.041706131407465086e-03 5.324334570312500000e+04
2.149670363338882089e+04 5.114982572565885675e+03 1.815450604857834702e-02 -4.215177137382666731e-05 4.299028125000000000e+04
5.607178378601762233e+03 -4.975975157933227456e+04 1.389128220245474700e-02 1.419984430002802032e-03 5.686687304687500000e+04
-6.258786406775196156e+03 -4.307962864463093666e+01 2.001434733995229726e-02 -4.451945849584488602e-05 5.750726367187500000e+04
1.894698268411510435e+04 -1.471388602041360173e+04 1.762899084085207263e-02 6.438360957719350399e-04 5.720565625000000000e+04
-3.755726142817075015e+03 -3.214969910816411357e+04 1.515496564327817319e-02 9.574310370843803954e-04 5.533611132812500000e+04
2.085716203211256288e+04 -3.792662410723211360e+04 1.460103471683662883e-02 1.225931632005557896e-03 5.815295898437500000e+04
7.412536243022032977e+03 -4.309511530854169541e+04 1.426644653589769635e-02 1.275485731445977601e-03 6.102734960937500000e+04
-4.494817653493396210e+04 -5.019603964068485220e+04 1.353551408579281926e-02 1.140716943690157003e-03 5.650553710937500000e+04
9.915477474156346034e+02 -2.672054614926248905e+04 1.593394777404436372e-02 8.605724524242191684e-04 5.140998437500000000e+04
-1.693663556091287319e+04 -1.906830534593093398e+04 1.653206471814017489e-02 5.290405088092537799e-04 5.680277929687500000e+04
1.419620660401877285e+04 -6.524730008187158091e+03 1.911222628100495494e-02 3.503125145439102764e-04 5.647372460937500000e+04
-2.189854133890010053e+04 -1.304270440978147599e+04 1.708602775806433716e-02 3.088321986203435747e-04 5.216328125000000000e+04
1.324718332303871648e+04 -3.914070501302041521e+04 1.455151821397250925e-02 1.216283387599384090e-03 5.815102929687500000e+04
-8.749399470598653352e+03 -7.664906631045646463e+03 1.912001687768784958e-02 2.321719351985510700e-04 5.394443750000000000e+04
-9.263556039207418507e+03 -3.970327104680528282e+04 1.439510650083038537e-02 1.099150934712876887e-03 5.731140625000000000e+04
6.408705378325427773e+03 -2.868573820164981953e+04 1.568190947470194177e-02 9.404354409967429114e-04 5.977215429687500000e+04
4.196115813857869398e+03 -1.161593778269690847e+04 1.882178398810817679e-02 4.677410987634408727e-04 5.059304492187500000e+04
1.956554066861162573e+04 -2.550045945762077463e+04 1.595671460198064273e-02 9.324036618639367554e-04 5.726124414062500000e+04
-2.925729786115875413e+03 -8.988868927411003824e+03 1.922178766393215638e-02 3.257966040755154620e-04 5.406365625000000000e+04
-1.755442132905712788e+04 -1.769539656935095081e+03 1.890385354897644588e-02 -5.543038797139112093e-05 5.707129492187500000e+04
1.093159874154317549e+04 1.371088981081633392e+04 1.786943950783394588e-02 -4.193352838771891803e-04 5.434544335937500000e+04
-1.351784721810038354e+04 -5.330483613752109704e+03 1.902741433348717481e-02 1.084549080751471563e-04 5.717687500000000000e+04
-3.853309914943259355e+04 2.804857892067337161e+04 1.502235914243437061e-02 -1.060537228977198165e-03 5.475501171875000000e+04
1.557857304015713817e+04 -2.897799994688579682e+04 1.557889756801626724e-02 9.963704255561741784e-04 5.449229492187500000e+04
-3.641705420057833635e+03 -1.460951009887170767e+04 1.808083224763302327e-02 5.056000007034104583e-04 5.415156250000000000e+04
-1.464658768472851079e+04 -3.073983776454858526e+04 1.508296398272379081e-02 8.492167907468747400e-04 5.148219140625000000e+04
-1.112782237094233096e+04 -2.672017248619878956e+04 1.566322277649798145e-02 7.756657145910262523e-04 5.819990429687500000e+04
1.750766483505332872e+04 -3.379505362741863064e+04 1.500650853830235582e-02 1.116174465610596895e-03 5.974051367187500000e+04
-1.621869362725277460e+04 -2.598701291224374290e+04 1.558126545776122515e-02 7.192905417599027061e-04 5.729112304687500000e+04
3.360426515469087462e+04 -5.573611829474474507e+04 1.359819114999662702e-02 1.697497791384985390e-03 5.487262109375000000e+04
1.189106582555078239e+04 -3.428268257921981422e+04 1.499864009268066234e-02 1.099065702887631326e-03 5.831477734375000000e+04
-1.728989708833008990e+03 2.239743248028299422e+04 1.665966925754415462e-02 -7.595105643639802695e-04 5.062377148437500000e+04
6.821541094066232290e+03 -7.244978092586356979e+03 1.950412607636018911e-02 3.325568859949365073e-04 5.188072070312500000e+04
2.677643061274941283e+04 -2.015817295424650729e+04 1.636544777982617410e-02 8.241205082378581749e-04 5.662716210937500000e+04
1.025713254406226224e+04 -3.845970890765444346e+04 1.461341930904065320e-02 1.185121389160461152e-03 6.020329492187500000e+04
3.675187281758853351e+04 1.522032513885886146e+03 1.659638151161737379e-02 1.745406760021993872e-04 6.254456445312500000e+04
1.879576933323991034e+04 -3.472162851051783946e+04 1.490183986777350589e-02 1.143367162242381156e-03 5.564535156250000000e+04
7.941918608080746708e+03 -2.137334012192667797e+04 1.685610215796803577e-02 7.725188285223460322e-04 6.319895703125000000e+04
2.085377443536933788e+04 -4.688723273257928668e+04 1.401881581998701450e-02 1.431151904463793438e-03 6.575475195312500000e+04
3.108168020982769667e+04 1.697312572907926551e+02 1.729302819097543881e-02 1.925674205463626413e-04 5.913840820312500000e+04
1.630314063749036359e+04 -1.030565513797698259e+04 1.848024034245796324e-02 4.933182972495065528e-04 6.143018945312500000e+04
9.751096650994587662e+02 -2.763825405578944992e+04 1.579798617255288515e-02 8.822977024617901110e-04 5.798289453125000000e+04
3.881096532857364218e+04 1.665334214150934349e+04 1.537010482786573158e-02 -2.931502886702330593e-04 4.661167382812500000e+04
2.292222218119496029e+04 -3.821938241573299456e+04 1.455711292930180790e-02 1.242030619478314652e-03 6.175489843750000000e+04
1.105477350497821135e+04 1.149558029018455636e+04 1.827625973763563616e-02 -3.468126252340358222e-04 6.253466210937500000e+04
3.626163031491192669e+04 -3.175182429443364526e+03 1.674421978222825208e-02 3.308427069710608232e-04 6.218426953125000000e+04
1.355889230490499176e+04 -2.061194564431506296e+04 1.688841389823407535e-02 7.832534612937881377e-04 6.029450390625000000e+04
3.817197111950616818e+04 -2.638263857693160753e+04 1.516845583649656902e-02 1.017898417020654490e-03 6.321740429687500000e+04
2.472763524457825042e+04 -3.155574402175609794e+04 1.511692165216146043e-02 1.096642487601946986e-03 6.648937695312500000e+04
-2.763412337211216072e+04 -3.865772754166673985e+04 1.417961745372699721e-02 9.561386840669003871e-04 6.159439062500000000e+04
1.830631728836394177e+04 -1.518456040089346789e+04 1.759716032000832250e-02 6.551394490191649522e-04 5.590828125000000000e+04
3.772475308928483742e+02 -7.529913588156771766e+03 1.955052581333052014e-02 2.979953252498450779e-04 6.177935351562500000e+04
3.151058626498667581e+04 5.013008590568636464e+03 1.698348528276365232e-02 2.683152579403378122e-05 6.146135742187500000e+04
-4.584742699274221195e+03 -1.506597322045656483e+03 2.005279877857242543e-02 2.664808626721812043e-05 5.676333203125000000e+04
3.056204551714343324e+04 -2.759840979572920332e+04 1.535062234325505932e-02 1.024397845777331225e-03 6.343093945312500000e+04
8.564375932071916395e+03 3.873661391536794781e+03 1.963450722915476704e-02 -9.045556107941364350e-05 5.862685937500000000e+04
8.050969290633051969e+03 -2.816330856893896998e+04 1.575386968527136416e-02 9.377715821769175720e-04 6.240214648437500000e+04
2.372333186113822376e+04 -1.714632957152033487e+04 1.695129523787482217e-02 7.318539162309326777e-04 6.500206835937500000e+04
2.151035175803016318e+04 -7.801184057249916748e+01 1.850122846646988506e-02 1.498295865378822061e-04 5.501974804687500000e+04
3.688022647638137278e+04 -1.395927290087282199e+04 1.626051193445355453e-02 6.770364761875098886e-04 6.234034375000000000e+04
1.438827838035614695e+04 2.549314769575298214e+03 1.920978532288478147e-02 3.829683911159983055e-06 5.880366015625000000e+04
-2.410433319449472549e+02 9.769213240648035935e+03 1.916218147372607955e-02 -3.771977727242029977e-04 6.216983984375000000e+04
2.824537835338359582e+04 2.524856989217486262e+04 1.516273731989372514e-02 -6.100185290350700236e-04 5.926251757812500000e+04
3.795981818498474240e+03 6.206232531478622150e+03 1.963593679560335717e-02 -2.168997460179578020e-04 6.215345703125000000e+04
-2.122101030913784416e+04 3.958779208822917280e+04 1.447041702000596668e-02 -1.265486812627585360e-03 5.960431250000000000e+04
3.289344496063282713e+04 -1.743884755621795193e+04 1.627414106146415906e-02 7.673965173485592251e-04 5.929139062500000000e+04
1.367243195484096032e+04 -3.071440063915925293e+03 1.939727130756533496e-02 2.174127413530222092e-04 5.884953906250000000e+04
2.667744781557787519e+03 -1.920232922222770503e+04 1.727498300316181179e-02 6.826612467175956689e-04 5.586827148437500000e+04
6.186306437313554852e+03 -1.518023281997228150e+04 1.808557001274057469e-02 5.921378384695951454e-04 6.335254882812500000e+04
3.482257687965512741e+04 -2.225435233434867769e+04 1.568746358485128417e-02 9.028605373483789128e-04 6.503865625000000000e+04
1.095361766439835037e+03 -1.444812653102391050e+04 1.823568436968964895e-02 5.359425042088586649e-04 6.234343945312500000e+04
5.092035038822819479e+04 -4.419650758039851644e+04 1.385514547421836523e-02 1.494347456282695474e-03 5.983795117187500000e+04
2.920597611019652686e+04 -2.274361439840717139e+04 1.592659996283858972e-02 8.991684710946166526e-04 6.350336132812500000e+04
1.558407340962332637e+04 3.393667105626691773e+04 1.475302965820853886e-02 -9.204387310744311214e-04 5.507490234375000000e+04
2.413541272273867435e+04 4.295938364507603183e+03 1.791124330611449517e-02 5.284760627353766064e-06 5.641210742187500000e+04
4.409179666251723393e+04 -8.622360499650596466e+03 1.589805409937801450e-02 5.339260259252027368e-04 6.165643750000000000e+04
2.649907983089460322e+04 3.998048747433614335e+04 1.412671109831263767e-02 -9.961744519084022535e-04 5.937785742187500000e+04
8.543190208369505854e+03 3.739099972297173736e+03 1.964942612214220369e-02 -8.537501669517681821e-05 5.289112500000000000e+04
-2.312841878456083123e+03 1.708716216117853037e+04 1.769981753511583322e-02 -6.219372549374665689e-04 6.020228515625000000e+04
1.059452560905083010e+04 -8.428959446043143544e+03 1.915035249889821684e-02 3.987011753965298772e-04 6.250246679687500000e+04
2.082995256475388305e+04 3.862909879819190974e+04 1.429954452024421487e-02 -9.994922342461823924e-04 5.638630078125000000e+04
6.048804880403247807e+03 2.815404746277571394e+04 1.560639235109988893e-02 -8.471964655075254688e-04 5.849758984375000000e+04
-9.277849647484872548e+03 1.082354808298763237e+04 1.883809740728369445e-02 -4.735563739617230559e-04 5.508310937500000000e+04
2.856007013480450041e+04 5.511220411811421945e+04 1.352744884617133880e-02 -1.357101470246230724e-03 4.458534179687500000e+04
1.266473390393923728e+04 2.391732619709708558e+02 1.950958513013488493e-02 8.186655519230043657e-05 5.892367187500000000e+04
8.023033528122005009e+02 4.995590230580768548e+04 1.386462874738363625e-02 -1.389624466908324181e-03 5.954154687500000000e+04
2.600914001543338236e+04 3.528354261750686419e+04 1.441786993662105137e-02 -8.829172336017499130e-04 5.924319140625000000e+04
3.306005139115616657e+03 1.784874156403151574e+04 1.742877263278542338e-02 -6.028664774272351947e-04 5.723148242187500000e+04
2.791024117525800102e+04 1.207286290413849383e+04 1.666331911998150672e-02 -2.317770437989651467e-04 6.022333789062500000e+04
1.447208685069785497e+04 6.903313111367298006e+03 1.872627607022637336e-02 -1.592145461269297278e-04 6.312254882812500000e+04
-3.789040242646758998e+04 -1.946501333126770135e+02 1.651827148113162863e-02 -2.246446229420145946e-04 5.842875390625000000e+04
8.056561588308709361e+03 2.327689212393800335e+04 1.627456177357280293e-02 -7.118011934636695338e-04 5.322785546875000000e+04
-9.876348750946885048e+03 3.093127155553988996e+04 1.538399142165735277e-02 -1.011900453331462252e-03 5.880746875000000000e+04
2.125985836807304440e+04 4.347257550075902691e+04 1.401953572189097025e-02 -1.114629429521806804e-03 5.844653710937500000e+04
-1.483475706699126386e+04 3.695624859750850010e+04 1.472872143677599228e-02 -1.174826933786810804e-03 5.398833203125000000e+04
2.030255019624939086e+04 1.085856380462508059e+04 1.755650280349791911e-02 -2.507579467770070522e-04 6.010841210937500000e+04
-1.688514932765840285e+03 4.233425066928802698e+04 1.430014075519760001e-02 -1.226056326349713854e-03 5.587171093750000000e+04
-2.205888478519356795e+03 1.029648430434899637e+04 1.908102731376772054e-02 -4.096345598470601244e-04 5.929900976562500000e+04
1.346851484366133081e+04 2.131277484571468813e+04 1.636632852953112324e-02 -6.184809859330406409e-04 6.188630664062500000e+04
1.125868236920746313e+04 3.838209061122162530e+04 1.446632383192674939e-02 -1.055327769603020853e-03 5.238194531250000000e+04
2.662344043411766688e+04 2.449790965496203353e+04 1.530936913457923466e-02 -6.020150236674384672e-04 5.924995117187500000e+04
4.136070171822374505e+03 4.100976652922150970e+04 1.435394342372036877e-02 -1.161193238487832164e-03 5.597083007812500000e+04
-1.049418522388824749e+04 4.823026914071680221e+04 1.397060894441196251e-02 -1.410263582693392160e-03 5.903459960937500000e+04
1.799580444251985318e+04 6.370843368025820382e+04 1.336642011839774512e-02 -1.627017108774659118e-03 5.618298242187500000e+04
-6.454217639809649881e+03 4.466827355132568482e+04 1.416517705349323517e-02 -1.306439722235655781e-03 5.921399609375000000e+04
-3.147392246900946338e+04 7.805002453408570727e+04 1.311371513190652018e-02 -2.226172421128286977e-03 5.666222070312500000e+04
2.263936171423622727e+04 2.101977163905901398e+04 1.591512292742545270e-02 -5.381091419391797505e-04 5.640290625000000000e+04
3.420049915381548544e+03 3.538910930836718762e+04 1.482312876669803457e-02 -1.035042750567918488e-03 5.608763671875000000e+04
-7.585098135356341118e+03 1.925924099580883558e+04 1.725652978917377803e-02 -7.152856919726278181e-04 5.336481250000000000e+04
-4.069842402785806371e+03 2.327969939480104949e+04 1.652151212800253080e-02 -7.968206928122621539e-04 6.022697265625000000e+04
2.456598602818154541e+04 1.620321768241806785e+04 1.642254296303258254e-02 -3.848012719876693025e-04 6.181561914062500000e+04
-9.159350904937549785e+03 2.401272988015317605e+04 1.638545487046752513e-02 -8.452740314237857993e-04 5.929641796875000000e+04
4.066471436057433311e+04 -5.739307225586656386e+03 1.626973011048367043e-02 4.316436496368084323e-04 5.672822460937500000e+04
1.895161300970406955e+04 1.571527056907035148e+04 1.692448120164333908e-02 -4.150923408602264809e-04 6.033082812500000000e+04
5.332163213176951103e+03 7.239640827378076210e+04 1.322079430037429067e-02 -1.906646854213518401e-03 5.240195117187500000e+04
1.387961452601758174e+04 4.275408839277859079e+04 1.414486995790138410e-02 -1.142870543690288144e-03 5.371839062500000000e+04
3.384365423941192421e+04 2.983763941852691642e+04 1.458188167579478438e-02 -6.909186375731326364e-04 5.859325585937500000e+04
-1.795864069011267566e+04 -3.623765775693757314e+04 1.451707586005131743e-02 9.602083131795651188e-04 5.487282226562500000e+04
-2.881156318221748006e+04 -2.289163292133466166e+04 1.536852038871872744e-02 5.423291067480875060e-04 6.235826953125000000e+04
-1.590477622054942367e+04 -4.841205938581922237e+04 1.384391094642249860e-02 1.266386927181777956e-03 6.484113476562500000e+04
-5.669501236553537638e+03 -1.349772954030801657e+03 2.000762615992161125e-02 1.228214963584649112e-05 5.836723828125000000e+04
-2.044934964438631869e+04 -1.182563878465456764e+04 1.739900116896394774e-02 2.813191638187649579e-04 6.060720507812500000e+04
-3.577774065399136452e+04 -2.915247344270191752e+04 1.456718772107964618e-02 6.597374483111902296e-04 5.716895898437500000e+04
2.061229587152263321e+03 1.513263513163348944e+04 1.802465230109260436e-02 -5.334820573334763446e-04 4.604485546875000000e+04
-1.383474817483112747e+04 -3.974278862299469620e+04 1.433379384482920231e-02 1.071282575817834176e-03 6.096054296875000000e+04
-2.569439310923427547e+04 9.977365128928571721e+03 1.763668007213171213e-02 -5.203784935373542654e-04 6.169449804687500000e+04
-4.905018528462002791e+02 -4.696366484734585356e+03 1.992136916225036719e-02 1.840358644500252429e-04 6.135973632812500000e+04
-2.319389663544849100e+04 -2.212867013384814345e+04 1.574538483073355602e-02 5.642025194363301877e-04 5.943469726562500000e+04
1.413572478240975215e+03 -2.791540168483926391e+04 1.576275694447658998e-02 8.916792583395819708e-04 6.237600195312500000e+04
-1.202803015571366268e+04 -3.307716545193878846e+04 1.490812062665569995e-02 9.239653820034093813e-04 6.554407617187500000e+04
-6.438794227029183821e+04 -4.017113341229884099e+04 1.357241216731117431e-02 7.716635401072125498e-04 6.070492187500000000e+04
-1.844492245001453921e+04 -1.669802848847654241e+04 1.680664674833533961e-02 4.484960927024996447e-04 5.515723632812500000e+04
-3.637386073396747088e+04 -9.046441080158218028e+03 1.617644969678265834e-02 7.625595448130674373e-05 6.094520312500000000e+04
-5.239722388215172941e+03 3.494445897135243285e+03 1.996237779488325287e-02 -1.785268333336510315e-04 6.061607812500000000e+04
-4.133349960345931322e+04 -3.017725206285409058e+03 1.607513319629841342e-02 -1.480276706585924469e-04 5.598502929687500000e+04
-6.195159583577130434e+03 -2.912666917670111798e+04 1.547561196435899220e-02 8.695382091299227924e-04 6.249651562500000000e+04
-2.818572783950814119e+04 2.355913118462209695e+03 1.769407836743036241e-02 -2.677544663781947828e-04 5.785401562500000000e+04
-2.870401575187898561e+04 -2.968410973772337093e+04 1.475675356000128932e-02 7.227171271329833934e-04 6.153048242187500000e+04
-1.303048116355233833e+04 -1.866768042119454185e+04 1.682882362663029943e-02 5.492965908375515259e-04 6.412785156250000000e+04
-1.524028326047376322e+04 -1.595888550651272226e+03 1.917965341760466055e-02 -4.653183577530107748e-05 5.428006835937500000e+04
1.252913228688426273e+02 -1.548585616118274083e+04 1.800311319526482975e-02 5.601567974387436409e-04 6.147214062500000000e+04
-2.236202876705456219e+04 1.031711861929497900e+03 1.841572543582973426e-02 -1.901555333874891903e-04 5.800899609375000000e+04
-3.699020349211939902e+04 8.252047502857973086e+03 1.657003182032584440e-02 -5.006850833058271426e-04 6.128907421875000000e+04
-8.502308496067902524e+03 2.373062407739382979e+04 1.643783030905666270e-02 -8.346532685054369391e-04 5.839815429687500000e+04
-3.295265561590622383e+04 4.692970142677853801e+03 1.710527424896364501e-02 -3.691619076465739056e-04 6.132980468750000000e+04
-5.796608560797574319e+04 3.807218576832291001e+04 1.396599798351357349e-02 -1.369657067112107791e-03 5.877780664062500000e+04
-3.860535758604504281e+03 -1.896068391700722350e+04 1.719099130221244526e-02 6.295035726650689096e-04 5.848103125000000000e+04
-2.307844953747941690e+04 -4.588748060203224668e+03 1.801418365585412407e-02 1.229354378093362100e-05 5.807519921875000000e+04
-3.408435821323243727e+04 -2.071724672773129714e+04 1.530023387046976387e-02 4.433109222524455099e-04 5.516697070312500000e+04
-3.056699831039685159e+04 -1.670071463014298570e+04 1.591864197160084565e-02 3.535979069691191478e-04 6.247465820312500000e+04
-1.933001634867177017e+03 -2.377969544409955779e+04 1.635921335744241339e-02 7.690962891439448272e-04 6.413336328125000000e+04
-3.565696713817030832e+04 -1.596580776510562828e+04 1.563505500109766549e-02 2.948497046028937399e-04 6.148804296875000000e+04
1.416201306204135108e+04 -4.572136960052490031e+04 1.410292789726297347e-02 1.371245971056627789e-03 5.896498242187500000e+04
-7.548381816736882683e+03 -2.426488073238398647e+04 1.613350845133836378e-02 7.406976843746303305e-04 6.261260937500000000e+04
-2.116299189678801849e+04 3.241683062028450877e+04 1.509710182970522632e-02 -1.101440854395872599e-03 5.432441015625000000e+04
-1.261654817825043392e+04 2.771425218173442772e+03 1.950772019359135398e-02 -1.993057635874306345e-04 5.565538867187500000e+04
7.340361807445936392e+03 -1.013817302008823026e+04 1.903067846300049437e-02 4.386021062238071072e-04 6.079858007812500000e+04
-1.085409458677813927e+04 1.334893253422359339e+04 1.831671536590013041e-02 -5.639621314478373074e-04 5.558307421875000000e+04
2.049821052842984500e+03 -1.217037876471832897e+04 1.871435457529703472e-02 4.710553627772441805e-04 5.773957421875000000e+04
1.228977921248012171e+04 3.488755130108157027e+04 1.473481945918661030e-02 -9.655126975486825200e-04 5.204720703125000000e+04
-2.491683455381828935e+03 2.441433130329915002e+04 1.631669465390900992e-02 -8.146321065412528463e-04 5.401399804687500000e+04
-1.781929148752065157e+04 7.087184606503670693e+03 1.871685757024614885e-02 -3.892337073969924423e-04 5.089498632812500000e+04
2.002117319180908817e+04 5.136933423237617535e+04 1.369835581252370343e-02 -1.314029799485190268e-03 4.111851367187500000e+04
4.120856405134838496e+03 -3.502201233669049998e+03 1.999885115098453542e-02 1.709021371787223316e-04 5.437760546875000000e+04
-7.735508020992711863e+03 4.621728921032796643e+04 1.407651780902779634e-02 -1.349098613303849727e-03 5.498008398437500000e+04
1.746830047375863433e+04 3.154094409950078625e+04 1.492812393502187043e-02 -8.489586422324462865e-04 5.469601171875000000e+04
-5.235407686830428247e+03 1.411015301207084303e+04 1.831363311624464862e-02 -5.538264909251994651e-04 5.289193359375000000e+04
1.936667773182162637e+04 8.327321884740233145e+03 1.801386659949487379e-02 -1.720530610029295153e-04 5.559978710937500000e+04
5.928832926225406482e+03 3.162184488435499134e+03 1.987629167024992927e-02 -8.254802607441253650e-05 5.833301562500000000e+04
-4.643137751940107410e+04 -3.927143269109217272e+03 1.559617002579905681e-02 -1.445256721879936918e-04 5.400663671875000000e+04
-4.844860627142310818e+02 1.953843758150325084e+04 1.718219993463905235e-02 -6.767235292975744710e-04 4.915231445312500000e+04
-1.841567392566729541e+04 2.719444919501930417e+04 1.575840045436755626e-02 -9.678318998349893414e-04 5.430590625000000000e+04
1.272015105577365648e+04 3.973121274490787619e+04 1.434962791501417055e-02 -1.078069206460551639e-03 5.398801562500000000e+04
-2.337310503882401463e+04 3.322132903241241729e+04 1.498046233742785123e-02 -1.129526055460572387e-03 4.986758593750000000e+04
1.175932193360669226e+04 7.115095350846635483e+03 1.895609657764790387e-02 -1.882081362052003416e-04 5.557432226562500000e+04
-1.022704647291971742e+04 3.859606864093030890e+04 1.460206088344200362e-02 -1.188056702644576688e-03 5.157844335937500000e+04
-1.074787444575071822e+04 6.557658705211582856e+03 1.937883141801544432e-02 -3.317996586544076794e-04 5.478473242187500000e+04
4.926870494393134322e+03 1.757177351984961206e+04 1.742786630663092917e-02 -5.827016172973245069e-04 5.714608984375000000e+04
2.719034719979651527e+03 3.464218703985697357e+04 1.490403942330837360e-02 -1.022134963481342081e-03 4.837050000000000000e+04
1.808137364893190897e+04 2.075398231248936645e+04 1.620971320554191741e-02 -5.667290434021795024e-04 5.473716015625000000e+04
-4.402952461423707973e+03 3.727085206486308016e+04 1.470834837640101062e-02 -1.125544236274230673e-03 5.168766015625000000e+04
-1.903163638202852962e+04 4.449335797044931678e+04 1.415955447434150312e-02 -1.367247483532426809e-03 5.455189453125000000e+04
